X,Y,ZipCode
37.7965097065152,-122.43960536561,94123
37.785007503993,-122.418729600557,94109
37.7614151950954,-122.483423075954,94122
37.7492357480403,-122.464780702977,94116
37.7459662038288,-122.418015727707,94110
37.7093911042026,-122.448709310437,94112
37.7964709417516,-122.410728612582,94133
37.7213180299807,-122.44522173658,94112
37.777844024515,-122.437536127033,94117
37.7382446736508,-122.412127097016,94110
37.7638190218779,-122.492260356284,94122
37.7279249997202,-122.436317943981,94112
37.7358413359143,-122.449991706608,94127
37.7183893897271,-122.483221163696,94132
37.8003280667504,-122.406244966229,94133
37.7914484841253,-122.417556961286,94109
37.7608566878379,-122.443738643023,94114
37.7846480308387,-122.399899436982,94103
37.7720503929648,-122.494363917478,94121
37.763085116614,-122.466313420543,94122
37.7763690162121,-122.481788955267,94121
37.7850482514687,-122.405064813074,94103
37.7295969312859,-122.432051275293,94112
37.7794037613424,-122.478165099447,94121
37.7602340753605,-122.419208249507,94110
37.7239758234821,-122.474829475772,94132
37.7989675414767,-122.411836276932,94133
37.7735238765752,-122.430660516537,94117
37.708710233769,-122.395345702518,94134
37.7201118398619,-122.478025850164,94132
37.7184936872771,-122.462175968394,94112
37.7419235748812,-122.396472536323,94124
37.7545698243645,-122.401590336879,94107
37.7459191034517,-122.414182658491,94110
37.7355346049756,-122.422977062188,94110
37.7175163578295,-122.40160372829,94134
37.8006668907264,-122.447344317546,94123
37.763210588602,-122.506054933005,94122
37.7277351549331,-122.393232869341,94124
37.7721069661669,-122.430436523474,94117
37.7888880594508,-122.455597149131,94118
37.7868609000277,-122.399689492621,94105
37.7227884404007,-122.43308971435,94112
37.7327383183604,-122.377183549255,94124
37.7185848897967,-122.392052305662,94124
37.7381032976053,-122.429176087052,94131
37.7586968166489,-122.41796448376,94110
37.7648403636386,-122.401600659931,94103
37.7750196452844,-122.414650419926,94103
37.7398122075235,-122.506672719735,94116
37.7712969876277,-122.405427162783,94103
37.7712675583636,-122.398973245,94158
37.7943519737956,-122.416315638987,94109
37.7944335524161,-122.39779964145,94111
37.7395810341573,-122.457730792716,94127
37.8019111501587,-122.427204554762,94123
37.7508060010318,-122.49027237822,94116
37.7387669862469,-122.407017781222,94124
37.7435384267991,-122.485468648881,94116
37.7644036411473,-122.500828300178,94122
37.7558816960988,-122.449576650911,94131
37.793692889083,-122.439036364592,94115
37.755028309453,-122.425460469481,94114
37.7354103238345,-122.482403858342,94132
37.7517699045177,-122.426334334432,94114
37.7955312151592,-122.40332128984,94111
37.7859308728352,-122.480862370021,94121
37.7637969012832,-122.414371006272,94110
37.7635832868122,-122.497617897075,94122
37.8012619816697,-122.416018420725,94133
37.8073502516323,-122.418930302924,94133
37.7714591179326,-122.450601497838,94117
37.7130005520322,-122.450505621744,94112
37.7589324240266,-122.497220949854,94122
37.7143414970802,-122.404014015424,94134
37.7334100417234,-122.481874376271,94132
37.760807692345,-122.403656696834,94107
37.8010960359864,-122.426184340282,94123
37.7866984797189,-122.432223396122,94115
37.7620804256086,-122.468320110335,94122
37.7677712012603,-122.457036784325,94117
37.7861007451416,-122.418090766699,94109
37.7777435982521,-122.418161507408,94102
37.7521857257365,-122.480626908006,94116
37.779015030201,-122.410592064195,94103
37.7905557908011,-122.45003737659,94118
37.7644921916251,-122.498685329328,94122
37.7467556436563,-122.458729437437,94127
37.7769044485644,-122.441653404219,94117
37.7106886164749,-122.447596140388,94112
37.7624275784504,-122.481273300154,94122
37.7834653137601,-122.493005811614,94121
37.7918049124048,-122.42516511909,94109
