X,Y,ZipCode
37.7759896602065,-122.492516216191,94121
37.7142777029657,-122.470460335079,94132
37.7871735250079,-122.417641342653,94109
37.7385015279059,-122.409676930557,94110
37.7128570618373,-122.462643596234,94132
37.726691210538,-122.469299665969,94127
37.7859598219534,-122.423054168279,94109
37.7604820180908,-122.412593383429,94110
37.7762512298289,-122.434454037858,94117
37.7332023944027,-122.406122865303,94134
37.7285356205091,-122.458085173609,94112
37.7988997466663,-122.406657606671,94133
37.7856358151842,-122.433110952169,94115
37.7332850447567,-122.456668285331,94127
37.7646688090711,-122.414942615378,94110
37.7761348421429,-122.419609427562,94102
37.7484547781028,-122.408302107239,94110
37.7540032035986,-122.481830917338,94122
37.7495560085762,-122.476226693275,94116
37.7759358319818,-122.421032543678,94102
37.7272817128884,-122.394099761788,94124
37.7637352631816,-122.387785644238,94158
37.7896127448056,-122.394770820927,94105
37.7738631749712,-122.422431962055,94102
37.7385083876178,-122.409057186046,94110
37.7571633429098,-122.49495212906,94122
37.7504584802021,-122.443968244637,94131
37.7318335144763,-122.479111707519,94132
37.7270126470359,-122.466554756953,94127
37.7247604485068,-122.426094255959,94112
37.7988200425066,-122.405685117745,94133
37.7358034176334,-122.383428564933,94124
37.7819066124774,-122.465490381382,94118
37.7410735211897,-122.479325216915,94116
37.7750461095624,-122.472173767468,94118
37.7131276841881,-122.45756661137,94112
37.7865194111614,-122.414809966357,94109
37.7868270654282,-122.458099009839,94118
37.77294518675,-122.446726162102,94117
37.7275386133462,-122.442030476246,94112
37.7393062774447,-122.409601374923,94110
37.7617411183416,-122.388191297629,94107
37.7621983321075,-122.451418704742,94117
37.7110990714705,-122.464435802171,94132
37.7915713656489,-122.405602362901,94108
37.7355594257821,-122.430244604599,94131
37.7409382268648,-122.388058318022,94124
37.7817509861584,-122.40515072935,94103
37.7719382812119,-122.406132679267,94103
37.7278009520325,-122.408054078157,94134
37.7969397346952,-122.429574683713,94123
37.7345500164271,-122.445354136617,94131
