X,Y,ZipCode
37.7724600338311,-122.506682899526,94121
37.7454450193782,-122.433590674816,94131
37.8063529937687,-122.438776772559,94123
37.7381955789237,-122.469407266884,94127
37.7616928355128,-122.428323654822,94114
37.7654480180266,-122.413107622693,94103
37.7440610313809,-122.419492739406,94110
37.7186454871144,-122.443336794039,94112
37.7475878497272,-122.501276261846,94116
37.7952883980187,-122.410975379191,94108
37.7204722792412,-122.404455403233,94134
37.7619613280702,-122.473241078357,94122
37.7339595970102,-122.39938199891,94124
37.7185081798359,-122.435158340136,94112
37.7214202825739,-122.404220753115,94134
37.7468208316812,-122.440381634481,94131
37.7622259635745,-122.439490866474,94114
37.7879595045942,-122.483490059591,94129
37.7567872128707,-122.503522562105,94122
37.7885489243235,-122.488954893731,94121
37.7306800360224,-122.451139435771,94112
37.7219920197814,-122.394646250335,94124
37.8001203793494,-122.417609317969,94109
37.7690612353533,-122.429159883658,94114
37.7417513592129,-122.420979307149,94110
37.7419987078832,-122.410614643139,94110
37.7268581085461,-122.406566957347,94134
37.7457847718225,-122.432871281336,94131
37.757954786275,-122.430269450039,94114
37.7165227910393,-122.453869313256,94112
37.761976876329,-122.438457655968,94114
37.7489096361073,-122.388361849269,94124
37.7235652911851,-122.474326821419,94132
37.7745158140248,-122.413770308587,94103
37.7897619308836,-122.397576409113,94105
37.7520434445114,-122.408042468396,94110
37.7733346634187,-122.468572293476,94118
37.7739070744661,-122.416578493482,94103
37.8017886655236,-122.413673592419,94133
37.7213965553974,-122.448409285715,94112
37.7590834645679,-122.411580507788,94110
37.7810765702666,-122.423827339369,94102
37.7889429003737,-122.435464997294,94115
37.7712678186418,-122.437048523408,94117
37.7089985624603,-122.458239405183,94112
37.7604010342041,-122.41048361405,94110
37.7877677453721,-122.412533488144,94109
37.7807512281897,-122.449817645242,94118
37.7953163162384,-122.426702502514,94109
37.7193083708599,-122.384490123702,94124
37.7622839642408,-122.462442748508,94122
37.8004551160034,-122.43028553713,94123
37.7874956602001,-122.448628829522,94118
37.7432361387201,-122.40459957048,94124
37.7483830829847,-122.422653714835,94110
37.7443688410754,-122.435709983124,94131
37.7249659362134,-122.418888917334,94134
37.7330826130684,-122.385752535682,94124
37.7821372491619,-122.397814506334,94107
37.7932572003309,-122.396305356237,94111
37.8030814482227,-122.41484913548,94133
37.7134248562301,-122.399713862126,94134
37.7111173638135,-122.410026343157,94134
37.723517646765,-122.463421633503,94127
37.7439793205387,-122.421977818622,94110
37.8034329268671,-122.408149081634,94133
37.7221806155432,-122.451680599356,94112
37.8039015458216,-122.423303993162,94109
37.7205961932201,-122.444812560412,94112
37.7209480655037,-122.459270528471,94112
37.7652395332598,-122.484238927148,94121
37.7397716017178,-122.425052373357,94131
37.7796118507328,-122.402281654364,94107
37.7631318859219,-122.465247707063,94122
37.7428048358874,-122.450933160802,94127
37.7167112350151,-122.402283326434,94134
37.7262699104514,-122.461983023877,94112
37.7114947413395,-122.467025622661,94132
37.7624845773087,-122.428538964654,94114
37.7390098575446,-122.48132919801,94116
37.7636059880577,-122.459907113627,94122
37.7851670875288,-122.417903977571,94109
37.7834404321177,-122.396265814237,94107
37.7963478739213,-122.396962385554,94111
37.7844461444265,-122.4725886593,94118
37.7316009076427,-122.454173365375,94127
37.7610854762416,-122.490922653059,94122
37.8026329102835,-122.403136797439,94133
37.7353285198578,-122.505983797385,94132
37.7290633603666,-122.431760133022,94112
37.7933519923588,-122.432976640803,94115
37.7478360771133,-122.431444396842,94131
37.7723149684765,-122.428805083832,94117
37.7425931407376,-122.435508856119,94131
37.7365156230475,-122.379343052197,94124
37.7761844863906,-122.422905611621,94102
37.7791426902851,-122.435243139473,94115
37.7723729343568,-122.488470565316,94121
37.7657683346446,-122.421046452212,94103
37.8013734784689,-122.443199213275,94123
37.7598341069422,-122.476813745226,94122
37.7539240929444,-122.418055151685,94110
37.7123938030639,-122.441322305527,94112
37.7754165687704,-122.434485055659,94117
37.7789754234886,-122.440375167502,94115
37.731551366875,-122.408510067752,94134
37.7770512088944,-122.415835389903,94103
37.7835950573789,-122.43024021203,94115
37.7747673287167,-122.497180341911,94121
37.7952745976325,-122.411112794532,94108
37.7544976917804,-122.491469682159,94122
37.7708194100494,-122.409138382721,94103
37.7612691290396,-122.46511574362,94122
37.7698280154516,-122.452026969574,94117
37.7590905171245,-122.440454151379,94114
37.8026749829679,-122.408060868534,94133
37.7559832757872,-122.437289632849,94114
37.7915408523591,-122.415818659755,94109
37.7307907400744,-122.385290220991,94124
37.7742385643921,-122.488607030263,94121
37.796522942936,-122.432863569909,94123
37.7632535344191,-122.406307323943,94110
37.7742800977454,-122.404749273533,94103
37.7959065849503,-122.408036075083,94133
37.7620323126609,-122.469391470458,94122
37.7325028736817,-122.493237153615,94132
37.7605266289716,-122.440930849126,94114
37.7945876353061,-122.396588566745,94111
37.7619893172394,-122.417730376662,94110
37.7504207565075,-122.464572600782,94116
37.7460386787619,-122.464750622916,94116
37.7463964137638,-122.421042107671,94110
37.7731521048031,-122.422159557464,94102
37.7445023864368,-122.433361279962,94131
37.7572090009936,-122.493877323641,94122
37.7660152007973,-122.464299701157,94117
37.7674504768234,-122.396281019712,94107
37.7175163578615,-122.401603728299,94134
37.76590072101,-122.427798605971,94114
37.7226178013856,-122.401451351105,94134
37.7836353673929,-122.395490990271,94107
37.7699291450974,-122.40226086089,94107
37.7656882478409,-122.46098724817,94122
37.7755828668377,-122.425202930764,94102
37.7373109616566,-122.478497499558,94132
37.7654931060992,-122.444929183071,94117
37.7434069211675,-122.453445390051,94127
37.7994880717404,-122.40901700762,94133
37.7351567765722,-122.402686415572,94124
37.7581932750727,-122.449491996992,94114
37.7362130275171,-122.504776250975,94116
37.7641650725437,-122.435946798313,94114
37.7294195252871,-122.431234882265,94112
37.7811340568243,-122.409011206639,94103
37.7366825536269,-122.469276537822,94127
37.7130501719737,-122.43278527411,94112
37.7986967888329,-122.419936300151,94109
37.7354192139036,-122.502022932496,94132
37.7634081145034,-122.418992686625,94110
37.7298489448654,-122.41210015682,94134
37.7868091891723,-122.489945049498,94121
37.7743742379313,-122.425773080744,94102
37.7940204426882,-122.402936610374,94111
37.7976368778615,-122.405123252481,94133
37.7613585007408,-122.406189363109,94107
37.7734091793677,-122.422344796838,94102
37.7229041567607,-122.398034500753,94124
37.7311784743797,-122.477748171724,94132
37.7615005813932,-122.393995737854,94107
37.7262564682171,-122.440037199502,94112
37.7314792479673,-122.410756335127,94134
37.7450210111514,-122.455473457666,94127
37.7592476644639,-122.408906740634,94110
37.7179520309305,-122.468498052384,94132
37.7482824378002,-122.406575428317,94110
